Elapsed Time,EMG,Ch2,CH3,
00:00:00,8.58306884765625E-05,-0.00171661376953125,0.000457763671875,
00:00:00.004,8.0108642578125E-05,-0.00170516967773438,0.000423431396484375,
00:00:00.008,8.58306884765625E-05,-0.00171661376953125,0.000400543212890625,
00:00:00.012,8.0108642578125E-05,-0.00170516967773438,0.000377655029296875,
00:00:00.016,7.43865966796875E-05,-0.00169944763183594,0.0004119873046875,
00:00:00.02,8.0108642578125E-05,-0.00170516967773438,0.000394821166992188,
00:00:00.024,7.43865966796875E-05,-0.00170516967773438,0.000383377075195313,
00:00:00.028,8.0108642578125E-05,-0.00171089172363281,0.00043487548828125,
00:00:00.032,8.0108642578125E-05,-0.00169944763183594,0.000406265258789063,
00:00:00.036,8.0108642578125E-05,-0.00169944763183594,0.000360488891601563,
00:00:00.04,8.0108642578125E-05,-0.00171089172363281,0.000360488891601563,
00:00:00.044,8.0108642578125E-05,-0.00171089172363281,0.000377655029296875,
00:00:00.048,8.58306884765625E-05,-0.00170516967773438,0.000406265258789063,
00:00:00.052,8.0108642578125E-05,-0.00169944763183594,0.000406265258789063,
00:00:00.056,8.0108642578125E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.06,8.0108642578125E-05,-0.00171661376953125,0.000383377075195313,
00:00:00.064,8.58306884765625E-05,-0.00170516967773438,0.000394821166992188,
00:00:00.068,9.1552734375E-05,-0.00171089172363281,0.000452041625976563,
00:00:00.072,8.58306884765625E-05,-0.00171089172363281,0.0004119873046875,
00:00:00.076,8.0108642578125E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.08,8.58306884765625E-05,-0.00170516967773438,0.0004119873046875,
00:00:00.084,8.0108642578125E-05,-0.0016937255859375,0.000423431396484375,
00:00:00.088,7.43865966796875E-05,-0.00170516967773438,0.000400543212890625,
00:00:00.092,8.0108642578125E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.096,8.58306884765625E-05,-0.00171089172363281,0.0004119873046875,
00:00:00.1,8.0108642578125E-05,-0.00169944763183594,0.000394821166992188,
00:00:00.104,8.0108642578125E-05,-0.00170516967773438,0.00038909912109375,
00:00:00.108,8.58306884765625E-05,-0.00171661376953125,0.0004119873046875,
00:00:00.112,8.58306884765625E-05,-0.00171089172363281,0.000423431396484375,
00:00:00.116,8.0108642578125E-05,-0.00169944763183594,0.000429153442382813,
00:00:00.12,8.0108642578125E-05,-0.00169944763183594,0.000400543212890625,
00:00:00.124,8.0108642578125E-05,-0.00171089172363281,0.000377655029296875,
00:00:00.128,8.0108642578125E-05,-0.00171089172363281,0.000394821166992188,
00:00:00.132,8.0108642578125E-05,-0.00169944763183594,0.000423431396484375,
00:00:00.136,8.0108642578125E-05,-0.00169944763183594,0.000423431396484375,
00:00:00.14,8.0108642578125E-05,-0.00171089172363281,0.000406265258789063,
00:00:00.144,8.0108642578125E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.148,8.0108642578125E-05,-0.00169944763183594,0.000423431396484375,
00:00:00.152,8.0108642578125E-05,-0.00169944763183594,0.00043487548828125,
00:00:00.156,8.58306884765625E-05,-0.00171089172363281,0.000417709350585938,
00:00:00.16,9.72747802734375E-05,-0.00172805786132813,0.000452041625976563,
00:00:00.164,9.1552734375E-05,-0.00171661376953125,0.000463485717773438,
00:00:00.168,8.0108642578125E-05,-0.00169944763183594,0.000423431396484375,
00:00:00.172,6.866455078125E-05,-0.0016937255859375,0.0003662109375,
00:00:00.176,6.866455078125E-05,-0.00169944763183594,0.00034332275390625,
00:00:00.18,8.0108642578125E-05,-0.00170516967773438,0.00043487548828125,
00:00:00.184,8.58306884765625E-05,-0.00169944763183594,0.000440597534179688,
00:00:00.188,8.0108642578125E-05,-0.00169944763183594,0.00038909912109375,
00:00:00.192,8.0108642578125E-05,-0.00170516967773438,0.00038909912109375,
00:00:00.196,8.58306884765625E-05,-0.00171089172363281,0.000429153442382813,
00:00:00.2,8.0108642578125E-05,-0.00169944763183594,0.0004119873046875,
00:00:00.204,8.0108642578125E-05,-0.00169944763183594,0.000400543212890625,
00:00:00.208,8.0108642578125E-05,-0.00171089172363281,0.000394821166992188,
00:00:00.212,8.0108642578125E-05,-0.00170516967773438,0.000446319580078125,
00:00:00.216,8.0108642578125E-05,-0.00169944763183594,0.000497817993164063,
00:00:00.22,7.43865966796875E-05,-0.00169944763183594,0.00038909912109375,
00:00:00.224,8.58306884765625E-05,-0.00171089172363281,0.000354766845703125,
00:00:00.228,8.0108642578125E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.232,8.0108642578125E-05,-0.00169944763183594,0.000429153442382813,
00:00:00.236,8.0108642578125E-05,-0.00169944763183594,0.00043487548828125,
00:00:00.24,8.0108642578125E-05,-0.00171089172363281,0.000406265258789063,
00:00:00.244,8.0108642578125E-05,-0.00170516967773438,0.00038909912109375,
00:00:00.248,8.0108642578125E-05,-0.00169944763183594,0.00043487548828125,
00:00:00.252,8.0108642578125E-05,-0.00169944763183594,0.000452041625976563,
00:00:00.256,8.58306884765625E-05,-0.00171661376953125,0.000492095947265625,
00:00:00.26,8.58306884765625E-05,-0.00171661376953125,0.000429153442382813,
00:00:00.264,7.43865966796875E-05,-0.0016937255859375,0.000377655029296875,
00:00:00.268,7.43865966796875E-05,-0.00168800354003906,0.000394821166992188,
00:00:00.272,8.0108642578125E-05,-0.00170516967773438,0.000394821166992188,
00:00:00.276,8.0108642578125E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.28,8.0108642578125E-05,-0.00170516967773438,0.000400543212890625,
00:00:00.284,9.1552734375E-05,-0.00171661376953125,0.00048065185546875,
00:00:00.288,8.0108642578125E-05,-0.00171089172363281,0.000463485717773438,
00:00:00.292,7.43865966796875E-05,-0.00170516967773438,0.00038909912109375,
00:00:00.296,7.43865966796875E-05,-0.00169944763183594,0.000394821166992188,
00:00:00.3,7.43865966796875E-05,-0.0016937255859375,0.000440597534179688,
00:00:00.304,8.0108642578125E-05,-0.00170516967773438,0.000452041625976563,
00:00:00.308,7.43865966796875E-05,-0.00171089172363281,0.000400543212890625,
00:00:00.312,8.0108642578125E-05,-0.00170516967773438,0.00038909912109375,
00:00:00.316,8.0108642578125E-05,-0.00169944763183594,0.0004119873046875,
00:00:00.32,8.0108642578125E-05,-0.00169944763183594,0.0004119873046875,
00:00:00.324,8.0108642578125E-05,-0.00171089172363281,0.000394821166992188,
00:00:00.328,8.0108642578125E-05,-0.00171089172363281,0.000417709350585938,
00:00:00.332,8.58306884765625E-05,-0.00170516967773438,0.000469207763671875,
00:00:00.336,8.0108642578125E-05,-0.00170516967773438,0.000469207763671875,
00:00:00.34,8.0108642578125E-05,-0.00171089172363281,0.000406265258789063,
00:00:00.344,7.43865966796875E-05,-0.00170516967773438,0.000371932983398438,
00:00:00.348,7.43865966796875E-05,-0.00169944763183594,0.000452041625976563,
00:00:00.352,8.58306884765625E-05,-0.00171089172363281,0.000417709350585938,
00:00:00.356,8.0108642578125E-05,-0.00170516967773438,0.000331878662109375,
00:00:00.36,7.43865966796875E-05,-0.00171089172363281,0.000377655029296875,
00:00:00.364,7.43865966796875E-05,-0.00169944763183594,0.00043487548828125,
00:00:00.368,7.43865966796875E-05,-0.00169944763183594,0.000446319580078125,
00:00:00.372,8.0108642578125E-05,-0.00171089172363281,0.000474929809570313,
00:00:00.376,8.0108642578125E-05,-0.00171089172363281,0.000417709350585938,
00:00:00.38,8.0108642578125E-05,-0.00170516967773438,0.00038909912109375,
00:00:00.384,8.0108642578125E-05,-0.00170516967773438,0.000429153442382813,
00:00:00.388,8.0108642578125E-05,-0.00170516967773438,0.000406265258789063,
00:00:00.392,8.0108642578125E-05,-0.00171661376953125,0.000417709350585938,
00:00:00.396,8.0108642578125E-05,-0.00170516967773438,0.000446319580078125,
00:00:00.4,8.0108642578125E-05,-0.00169944763183594,0.000429153442382813,
00:00:00.404,8.58306884765625E-05,-0.00171089172363281,0.000400543212890625,
00:00:00.408,8.58306884765625E-05,-0.00172233581542969,0.000417709350585938,
00:00:00.412,8.58306884765625E-05,-0.00171661376953125,0.000446319580078125,
00:00:00.416,8.58306884765625E-05,-0.00170516967773438,0.000446319580078125,
00:00:00.42,8.0108642578125E-05,-0.00169944763183594,0.0004119873046875,
00:00:00.424,8.0108642578125E-05,-0.00171089172363281,0.0004119873046875,
00:00:00.428,7.43865966796875E-05,-0.00171089172363281,0.000423431396484375,
00:00:00.432,8.0108642578125E-05,-0.00169944763183594,0.000423431396484375,
00:00:00.436,8.0108642578125E-05,-0.00169944763183594,0.000423431396484375,
00:00:00.44,8.0108642578125E-05,-0.00171089172363281,0.000446319580078125,
00:00:00.444,8.0108642578125E-05,-0.00171089172363281,0.0004119873046875,
00:00:00.448,8.0108642578125E-05,-0.00170516967773438,0.0004119873046875,
00:00:00.452,8.0108642578125E-05,-0.00170516967773438,0.000440597534179688,
00:00:00.456,8.58306884765625E-05,-0.00171661376953125,0.000452041625976563,
00:00:00.46,8.58306884765625E-05,-0.00171661376953125,0.000440597534179688,
00:00:00.464,8.0108642578125E-05,-0.00169944763183594,0.000394821166992188,
00:00:00.468,8.0108642578125E-05,-0.00169944763183594,0.000423431396484375,
00:00:00.472,7.43865966796875E-05,-0.00170516967773438,0.000394821166992188,
00:00:00.476,8.0108642578125E-05,-0.00171661376953125,0.000394821166992188,
00:00:00.48,8.58306884765625E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.484,9.1552734375E-05,-0.00171661376953125,0.000457763671875,
00:00:00.488,8.58306884765625E-05,-0.00171661376953125,0.000474929809570313,
00:00:00.492,8.0108642578125E-05,-0.00171089172363281,0.000400543212890625,
00:00:00.496,8.0108642578125E-05,-0.00170516967773438,0.000417709350585938,
00:00:00.5,8.58306884765625E-05,-0.00170516967773438,0.000446319580078125,
00:00:00.504,8.0108642578125E-05,-0.00170516967773438,0.000440597534179688,
00:00:00.508,9.1552734375E-05,-0.00172233581542969,0.000463485717773438,
00:00:00.512,8.58306884765625E-05,-0.00171089172363281,0.000417709350585938,
00:00:00.516,8.0108642578125E-05,-0.00170516967773438,0.00043487548828125,
00:00:00.52,8.58306884765625E-05,-0.00170516967773438,0.000423431396484375,
00:00:00.524,8.58306884765625E-05,-0.00171661376953125,0.000400543212890625,
00:00:00.528,8.58306884765625E-05,-0.00171661376953125,0.000417709350585938,
00:00:00.532,8.58306884765625E-05,-0.00170516967773438,0.000446319580078125,
00:00:00.536,8.58306884765625E-05,-0.00170516967773438,0.000469207763671875,
00:00:00.54,8.58306884765625E-05,-0.00171661376953125,0.000446319580078125,
00:00:00.544,9.1552734375E-05,-0.00172233581542969,0.00043487548828125,
00:00:00.548,8.58306884765625E-05,-0.00170516967773438,0.0004119873046875,
00:00:00.552,8.58306884765625E-05,-0.00170516967773438,0.00043487548828125,
00:00:00.556,9.1552734375E-05,-0.00171661376953125,0.000400543212890625,
00:00:00.56,8.0108642578125E-05,-0.00171089172363281,0.000371932983398438,
00:00:00.564,9.1552734375E-05,-0.00171089172363281,0.000429153442382813,
00:00:00.568,9.1552734375E-05,-0.00171089172363281,0.000452041625976563,
00:00:00.572,8.0108642578125E-05,-0.00171089172363281,0.000406265258789063,
00:00:00.576,9.1552734375E-05,-0.00172233581542969,0.00043487548828125,
00:00:00.58,9.1552734375E-05,-0.00171661376953125,0.00048065185546875,
00:00:00.584,8.58306884765625E-05,-0.00169944763183594,0.000452041625976563,
00:00:00.588,8.0108642578125E-05,-0.00169944763183594,0.000417709350585938,
00:00:00.592,8.0108642578125E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.596,8.0108642578125E-05,-0.00170516967773438,0.000423431396484375,
00:00:00.6,8.58306884765625E-05,-0.00170516967773438,0.000463485717773438,
00:00:00.604,9.1552734375E-05,-0.00171089172363281,0.000429153442382813,
00:00:00.608,8.0108642578125E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.612,8.58306884765625E-05,-0.00171089172363281,0.000440597534179688,
00:00:00.616,8.58306884765625E-05,-0.00169944763183594,0.000429153442382813,
00:00:00.62,8.58306884765625E-05,-0.00170516967773438,0.000429153442382813,
00:00:00.624,8.58306884765625E-05,-0.00171661376953125,0.000446319580078125,
00:00:00.628,8.58306884765625E-05,-0.00171089172363281,0.00043487548828125,
00:00:00.632,8.58306884765625E-05,-0.00169944763183594,0.0004119873046875,
00:00:00.636,8.58306884765625E-05,-0.00170516967773438,0.000417709350585938,
00:00:00.64,8.58306884765625E-05,-0.00171661376953125,0.000394821166992188,
00:00:00.644,9.1552734375E-05,-0.00172233581542969,0.000446319580078125,
00:00:00.648,8.58306884765625E-05,-0.00170516967773438,0.00048065185546875,
00:00:00.652,8.58306884765625E-05,-0.00170516967773438,0.00043487548828125,
00:00:00.656,8.58306884765625E-05,-0.00171089172363281,0.000400543212890625,
00:00:00.66,8.0108642578125E-05,-0.00171089172363281,0.000400543212890625,
00:00:00.664,8.0108642578125E-05,-0.00170516967773438,0.000457763671875,
00:00:00.668,8.58306884765625E-05,-0.00169944763183594,0.000474929809570313,
00:00:00.672,8.58306884765625E-05,-0.00170516967773438,0.000406265258789063,
00:00:00.676,8.58306884765625E-05,-0.00171089172363281,0.000377655029296875,
00:00:00.68,8.58306884765625E-05,-0.00170516967773438,0.000417709350585938,
00:00:00.684,9.72747802734375E-05,-0.00171661376953125,0.000463485717773438,
00:00:00.688,9.72747802734375E-05,-0.00172805786132813,0.000474929809570313,
00:00:00.692,7.43865966796875E-05,-0.00170516967773438,0.000371932983398438,
00:00:00.696,8.0108642578125E-05,-0.00170516967773438,0.000417709350585938,
00:00:00.7,8.58306884765625E-05,-0.00169944763183594,0.000469207763671875,
00:00:00.704,8.0108642578125E-05,-0.00169944763183594,0.00043487548828125,
00:00:00.708,8.0108642578125E-05,-0.00170516967773438,0.000377655029296875,
00:00:00.712,8.0108642578125E-05,-0.00170516967773438,0.0004119873046875,
00:00:00.716,8.0108642578125E-05,-0.00169944763183594,0.000452041625976563,
00:00:00.72,8.58306884765625E-05,-0.00170516967773438,0.000446319580078125,
00:00:00.724,8.0108642578125E-05,-0.00171089172363281,0.000383377075195313,
00:00:00.728,8.0108642578125E-05,-0.00171089172363281,0.0004119873046875,
00:00:00.732,8.0108642578125E-05,-0.00169944763183594,0.000469207763671875,
00:00:00.736,8.0108642578125E-05,-0.00169944763183594,0.000457763671875,
00:00:00.74,8.0108642578125E-05,-0.00170516967773438,0.00038909912109375,
00:00:00.744,8.0108642578125E-05,-0.00171089172363281,0.00038909912109375,
00:00:00.748,8.0108642578125E-05,-0.00169944763183594,0.000429153442382813,
00:00:00.752,8.0108642578125E-05,-0.00169944763183594,0.000429153442382813,
00:00:00.756,8.0108642578125E-05,-0.00171089172363281,0.000423431396484375,
00:00:00.76,8.0108642578125E-05,-0.00171089172363281,0.000417709350585938,
00:00:00.764,8.0108642578125E-05,-0.00169944763183594,0.00043487548828125,
00:00:00.768,8.0108642578125E-05,-0.00169944763183594,0.000440597534179688,
00:00:00.772,8.0108642578125E-05,-0.00170516967773438,0.000423431396484375,
00:00:00.776,8.58306884765625E-05,-0.00171089172363281,0.000423431396484375,
00:00:00.78,8.58306884765625E-05,-0.00171089172363281,0.000440597534179688,
00:00:00.784,9.72747802734375E-05,-0.00171661376953125,0.000474929809570313,
00:00:00.788,8.0108642578125E-05,-0.00170516967773438,0.000429153442382813,
00:00:00.792,7.43865966796875E-05,-0.00170516967773438,0.00043487548828125,
00:00:00.796,8.0108642578125E-05,-0.00169944763183594,0.000429153442382813,
00:00:00.8,8.58306884765625E-05,-0.00169944763183594,0.000446319580078125,
00:00:00.804,8.0108642578125E-05,-0.00170516967773438,0.000429153442382813,
00:00:00.808,8.58306884765625E-05,-0.00171089172363281,0.0004119873046875,
00:00:00.812,7.43865966796875E-05,-0.00169944763183594,0.000429153442382813,
00:00:00.816,8.0108642578125E-05,-0.0016937255859375,0.000446319580078125,
00:00:00.82,8.0108642578125E-05,-0.0016937255859375,0.000423431396484375,
00:00:00.824,8.0108642578125E-05,-0.00171089172363281,0.000400543212890625,
00:00:00.828,8.58306884765625E-05,-0.00171089172363281,0.00048065185546875,
00:00:00.832,8.0108642578125E-05,-0.0016937255859375,0.000509262084960938,
00:00:00.836,8.0108642578125E-05,-0.00169944763183594,0.00043487548828125,
00:00:00.84,7.43865966796875E-05,-0.00169944763183594,0.000377655029296875,
00:00:00.844,8.0108642578125E-05,-0.00170516967773438,0.0004119873046875,
00:00:00.848,8.0108642578125E-05,-0.00169944763183594,0.000457763671875,
00:00:00.852,8.58306884765625E-05,-0.00170516967773438,0.000457763671875,
00:00:00.856,7.43865966796875E-05,-0.00169944763183594,0.000406265258789063,
00:00:00.86,6.866455078125E-05,-0.0016937255859375,0.000400543212890625,
